"CO_SH6";"NO_SH6_POR";"NO_SH6_ESP";"NO_SH6_ING";"CO_SH4";"NO_SH4_POR";"NO_SH4_ESP";"NO_SH4_ING";"CO_SH2";"NO_SH2_POR";"NO_SH2_ESP";"NO_SH2_ING";"CO_NCM_SECROM";"NO_SEC_POR";"NO_SEC_ESP";"NO_SEC_ING"
"020430";"Carcaças e meias-carcaças de cordeiro, congeladas";"Canales o medias canales, de cordero, congeladas";"Frozen lamb carcases and half-carcases";"0204";"Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas";"Carne de animales de las especies ovina o caprina, fresca, refrigerada o congelada";"Meat of sheep or goats, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020441";"Carcaças e meias-carcaças, de ovino, congeladas";"Canales o medias canales, de ovinos, congeladas (exc. corderos)";"Frozen sheep carcases and half-carcases (excl. lambs)";"0204";"Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas";"Carne de animales de las especies ovina o caprina, fresca, refrigerada o congelada";"Meat of sheep or goats, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020442";"Outras carnes de ovino, não desossadas, congeladas";"Cortes ""trozos"" de ovinos, sin deshuesar, congelados (exc. canales o medias canales)";"Frozen cuts of sheep, with bone in (excl. carcases and half-carcases)";"0204";"Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas";"Carne de animales de las especies ovina o caprina, fresca, refrigerada o congelada";"Meat of sheep or goats, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020443";"Carnes de ovino, desossadas, congeladas";"Carnes deshuesadas de ovinos, congeladas";"Frozen boneless cuts of sheep";"0204";"Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas";"Carne de animales de las especies ovina o caprina, fresca, refrigerada o congelada";"Meat of sheep or goats, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020450";"Carnes de caprino, frescas, refrigeradas ou congeladas";"Carne de caprinos, fresca, refrigerada o congelada";"Fresh, chilled or frozen meat of goats";"0204";"Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas";"Carne de animales de las especies ovina o caprina, fresca, refrigerada o congelada";"Meat of sheep or goats, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020500";"Carnes de cavalo, asinino e muar, frescas, refrigeradas ou congeladas";"Carne de animales de las especies caballar, asnal o mular, fresca, refrigerada o congelada";"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen";"0205";"Carnes de animais das espécies cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Carnes de la esp.caball.asnal y mular, fresc.ref.o cong.";"Meat of horses, asses, mules, etc.fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020610";"Miudezas comestíveis de bovino, frescas ou refrigeradas";"Despojos de bovinos, comestibles, frescos o refrigerados";"Fresh or chilled edible offal of bovine animals";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020621";"Línguas de bovino, congeladas";"Lenguas de bovinos, comestibles, congeladas";"Frozen edible bovine tongues";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020622";"Fígados de bovino, congelados";"Hígados de bovinos, comestibles, congelados";"Frozen edible bovine livers";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020629";"Outras miudezas comestíveis de bovino, congeladas";"Despojos de bovinos, comestibles, congelados (exc. lenguas e hígados)";"Frozen edible bovine offal (excl. tongues and livers)";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020630";"Miudezas comestíveis de suíno, frescas ou refrigeradas";"Despojos de porcinos, comestibles, frescos o refrigerados";"Fresh or chilled edible offal of swine";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020641";"Fígados de suíno, congelados";"Hígados de porcinos, comestibles, congelados";"Frozen edible livers of swine";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020649";"Outras miudezas comestíveis de suíno, congeladas";"Despojos de porcinos, comestibles, congelados (exc. hígados)";"Edible offal of swine, frozen (excl. livers)";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020680";"Miudezas comestíveis das espécies ovino, caprino, cavalar, asinino e muar, frescas ou refrigeradas";"Despojos de animales de las especies ovina, caprina, caballar, asnal o mular, comestibles, frescos o refrigerados";"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020690";"Miudezas comestíveis das espécies ovino, caprino, cavalar, asinino e muar, congeladas";"Despojos de animales de las especies ovina, caprina, caballar, asnal o mular, comestibles, congelados";"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies";"0206";"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas";"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020711";"Carnes de galos e galinhas da espécie doméstica, não cortadas em pedaços, frescas ou refrigeradas";"Gallos y gallinas de especies domésticas, sin trocear, frescos o refrigerados";"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces";"0207";"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";"Carne y despojos comestibles, de aves de la partida 0105, frescos, refrigerados o congelados";"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020712";"Carnes de galos e galinhas da espécie doméstica não cortadas em pedaços, congeladas";"Gallos y gallinas de especies domésticas, sin trocear, congelados";"Frozen fowls of the species Gallus domesticus, not cut in pieces";"0207";"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";"Carne y despojos comestibles, de aves de la partida 0105, frescos, refrigerados o congelados";"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020713";"Pedaços e miudezas comestíveis, de galos e galinhas da espécie doméstica, frescos ou refrigerados";"Trozos y despojos comestibles, de gallo o de gallina, de especies domésticas, frescos o refrigerados";"Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus";"0207";"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";"Carne y despojos comestibles, de aves de la partida 0105, frescos, refrigerados o congelados";"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
"020714";"Pedaços e miudezas comestíveis de galos e galinhas da espécie doméstica, congelados";"Trozos y despojos comestibles, de gallo o de gallina, de especies domésticas, congelados";"Frozen cuts and edible offal of fowls of the species Gallus domesticus";"0207";"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105";"Carne y despojos comestibles, de aves de la partida 0105, frescos, refrigerados o congelados";"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen";"02";"Carnes e miudezas, comestíveis";"Carne y despojos comestibles";"Meat and edible meat offal";"I";"Animais vivos e produtos do reino animal";"Animales vivos y productos del reino animal";"Lives animals; Animal products"
